date,temperature_day,pressure_day,temperature_evening,pressure_evening,cloudiness_day_clear,cloudiness_day_partly_cloudy,cloudiness_day_variable,cloudiness_day_overcast,cloudiness_evening_clear,cloudiness_evening_partly_cloudy,cloudiness_evening_variable,cloudiness_evening_overcast,wind_speed_day,wind_direction_day_n,wind_direction_day_ne,wind_direction_day_e,wind_direction_day_se,wind_direction_day_s,wind_direction_day_sw,wind_direction_day_w,wind_direction_day_nw,wind_speed_evening,wind_direction_evening_n,wind_direction_evening_ne,wind_direction_evening_e,wind_direction_evening_se,wind_direction_evening_s,wind_direction_evening_sw,wind_direction_evening_w,wind_direction_evening_nw,temperature_day_fahrenheit,temperature_evening_fahrenheit
2012-01-01,-5.0,753.0,-5.0,752,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,23.0,23.0
2012-01-02,-6.0,751.0,-7.0,750,0,0,0,1,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,21.2,19.4
2012-01-03,-6.0,752.0,-9.0,752,0,0,1,0,0,0,1,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,21.2,15.8
2012-01-04,-11.0,749.0,-9.0,749,0,0,0,1,0,0,0,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,12.2,15.8
2012-01-05,-4.0,749.0,-2.0,749,0,0,0,1,0,0,0,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,24.8,28.4
2012-01-06,-1.0,754.0,-5.0,755,0,0,0,1,1,0,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,30.2,23.0
2012-01-07,-8.0,756.0,-9.0,758,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,17.6,15.8
2012-01-08,-10.0,759.0,-12.0,759,1,0,0,0,1,0,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,14.0,10.399999999999999
2012-01-09,-11.0,758.0,-12.0,757,1,0,0,0,1,0,0,0,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,12.2,10.399999999999999
2012-01-10,-11.0,753.0,-11.0,752,1,0,0,0,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,12.2,12.2
2012-01-11,-10.0,750.0,-12.0,750,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,1,0,0,1.0,0,0,0,0,0,1,0,0,14.0,10.399999999999999
2012-01-12,-10.0,749.0,-8.0,748,0,0,0,1,0,0,1,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,14.0,17.6
2012-01-13,-4.0,747.0,-4.0,747,0,0,0,1,0,0,0,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,24.8,24.8
2012-01-14,-3.0,749.0,-4.0,750,0,0,0,1,0,0,0,1,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,26.6,24.8
2012-01-15,-3.0,754.0,-4.0,755,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,26.6,24.8
2012-01-16,-6.0,754.0,-6.0,753,0,0,0,1,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,21.2,21.2
2012-01-17,-4.0,754.0,-4.0,757,0,0,0,1,0,0,0,1,4.0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,24.8,24.8
2012-01-18,-7.0,758.0,-9.0,758,0,1,0,0,0,1,0,0,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,19.4,15.8
2012-01-19,-11.0,762.0,-14.0,762,0,0,0,1,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,12.2,6.800000000000001
2012-01-20,-13.0,764.0,-15.0,764,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,8.600000000000001,5.0
2012-01-21,-14.0,769.0,-15.0,769,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,6.800000000000001,5.0
2012-01-22,-12.0,769.0,-14.0,769,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,10.399999999999999,6.800000000000001
2012-01-23,-9.0,767.0,-10.0,766,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,15.8,14.0
2012-01-24,-6.0,763.0,-7.0,762,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,21.2,19.4
2012-01-25,-6.0,764.0,-9.0,765,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,21.2,15.8
2012-01-26,-8.0,770.0,-10.0,771,1,0,0,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,17.6,14.0
2012-01-27,-9.0,769.0,-10.0,767,1,0,0,0,1,0,0,0,3.0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,15.8,14.0
2012-01-28,-10.0,765.0,-14.0,766,0,0,1,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,14.0,6.800000000000001
2012-01-29,-10.0,767.0,-15.0,766,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,1,14.0,5.0
2012-01-30,-16.0,766.0,-18.0,767,1,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,3.1999999999999993,-0.3999999999999986
2012-01-31,-17.0,767.0,-19.0,768,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,1.3999999999999986,-2.200000000000003
2012-02-01,-19.0,772.0,-21.0,773,0,0,1,0,0,1,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,-2.200000000000003,-5.799999999999997
2012-02-02,-19.0,772.0,-21.0,772,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,-2.200000000000003,-5.799999999999997
2012-02-03,-19.0,777.0,-24.0,779,1,0,0,0,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,-2.200000000000003,-11.200000000000003
2012-02-04,-15.0,776.0,-20.0,774,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,5.0,-4.0
2012-02-05,-14.0,770.0,-16.0,770,1,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,6.800000000000001,3.1999999999999993
2012-02-07,-13.0,769.0,-14.0,767,0,1,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,8.600000000000001,6.800000000000001
2012-02-08,-13.0,760.0,-11.0,758,0,0,0,1,0,0,0,1,5.0,0,0,1,0,0,0,0,0,5.0,0,0,1,0,0,0,0,0,8.600000000000001,12.2
2012-02-09,-12.0,756.0,-16.0,758,0,0,0,1,0,1,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,10.399999999999999,3.1999999999999993
2012-02-10,-17.0,762.0,-18.0,762,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,1.3999999999999986,-0.3999999999999986
2012-02-11,-14.0,763.0,-16.0,764,0,1,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,6.800000000000001,3.1999999999999993
2012-02-12,-17.0,766.0,-25.0,766,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1.3999999999999986,-13.0
2012-02-13,-17.0,764.0,-18.0,764,0,1,0,0,0,1,0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,1.3999999999999986,-0.3999999999999986
2012-02-14,-13.0,764.0,-14.0,763,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,8.600000000000001,6.800000000000001
2012-02-15,-11.0,758.0,-14.0,757,1,0,0,0,1,0,0,0,4.0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,12.2,6.800000000000001
2012-02-16,-10.0,758.0,-13.0,759,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,14.0,8.600000000000001
2012-02-17,-8.0,758.0,-12.0,758,1,0,0,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,17.6,10.399999999999999
2012-02-18,-9.0,760.0,-12.0,761,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,15.8,10.399999999999999
2012-02-19,-6.0,762.0,-11.0,763,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,21.2,12.2
2012-02-20,-6.0,765.0,-10.0,764,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,21.2,14.0
2012-02-21,-5.0,761.0,-10.0,760,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,23.0,14.0
2012-02-22,-10.0,757.0,-13.0,757,0,1,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,14.0,8.600000000000001
2012-02-23,-8.0,756.0,-13.0,755,0,1,0,0,0,0,1,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,17.6,8.600000000000001
2012-02-24,-8.0,751.0,-11.0,749,0,1,0,0,1,0,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,17.6,12.2
2012-02-25,-10.0,746.0,-10.0,746,0,0,0,1,0,1,0,0,4.0,0,0,0,1,0,0,0,0,4.0,0,0,0,1,0,0,0,0,14.0,14.0
2012-02-26,-9.0,745.0,-10.0,745,0,1,0,0,0,0,1,0,5.0,0,0,1,0,0,0,0,0,5.0,0,0,1,0,0,0,0,0,15.8,14.0
2012-02-27,-9.0,746.0,-8.0,747,0,0,1,0,0,0,0,1,4.0,0,0,1,0,0,0,0,0,4.0,0,0,1,0,0,0,0,0,15.8,17.6
2012-02-28,-3.0,749.0,-3.0,749,0,0,0,1,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,26.6,26.6
2012-02-29,-1.0,745.0,-2.0,745,0,0,0,1,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,30.2,28.4
2012-03-01,-3.0,744.0,-3.0,743,0,0,1,0,0,0,0,1,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,26.6,26.6
2012-03-02,-3.0,740.0,-6.0,739,0,1,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,26.6,21.2
2012-03-03,-4.0,736.0,-6.0,737,0,1,0,0,0,0,0,1,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,24.8,21.2
2012-03-04,-3.0,741.0,-6.0,743,0,1,0,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,26.6,21.2
2012-03-05,-3.0,740.0,-5.0,740,0,0,1,0,0,1,0,0,3.0,1,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,26.6,23.0
2012-03-06,-3.0,741.0,-6.0,743,0,0,0,1,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,26.6,21.2
2012-03-07,-6.0,746.0,-9.0,746,0,0,0,1,0,1,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,21.2,15.8
2012-03-08,-7.0,750.0,-7.0,750,0,0,1,0,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,19.4,19.4
2012-03-09,-6.0,749.0,-13.0,751,0,0,1,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,21.2,8.600000000000001
2012-03-10,-13.0,754.0,-15.0,755,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,8.600000000000001,5.0
2012-03-11,-10.0,756.0,-15.0,758,1,0,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,14.0,5.0
2012-03-12,-12.0,755.0,-16.0,753,0,1,0,0,0,1,0,0,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,10.399999999999999,3.1999999999999993
2012-03-13,-11.0,740.0,-10.0,737,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,12.2,14.0
2012-03-14,-5.0,728.0,-2.0,722,0,0,0,1,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,23.0,28.4
2012-03-15,-1.0,736.0,-5.0,739,0,0,1,0,0,0,0,1,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,30.2,23.0
2012-03-16,-3.0,743.0,-8.0,745,0,1,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,26.6,17.6
2012-03-17,-6.0,743.0,-6.0,742,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,21.2,21.2
2012-03-18,1.0,742.0,1.0,741,0,0,1,0,0,0,0,1,4.0,0,0,0,0,0,0,1,0,4.0,0,0,0,0,0,0,1,0,33.8,33.8
2012-03-19,6.0,747.0,-1.0,749,1,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,1,42.8,30.2
2012-03-20,0.0,743.0,0.0,743,0,0,0,1,0,0,0,1,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,32.0,32.0
2012-03-21,1.0,737.0,0.0,739,0,0,1,0,0,0,0,1,5.0,0,0,0,0,0,1,0,0,5.0,0,0,0,0,0,1,0,0,33.8,32.0
2012-03-22,3.0,742.0,-1.0,737,0,0,1,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,37.4,30.2
2012-03-23,0.0,742.0,-4.0,742,0,1,0,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,32.0,24.8
2012-03-24,-2.0,740.0,-4.0,743,0,1,0,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,28.4,24.8
2012-03-25,-1.0,747.0,-4.0,749,0,1,0,0,1,0,0,0,3.0,0,0,0,0,0,0,0,1,3.0,0,0,0,0,0,0,0,1,30.2,24.8
2012-03-26,-3.0,747.0,-3.0,737,0,0,0,1,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,26.6,26.6
2012-03-27,0.0,732.0,-1.0,734,0,0,0,1,0,0,0,1,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,32.0,30.2
2012-03-28,-3.0,738.0,-5.0,742,0,0,0,1,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,26.6,23.0
2012-03-29,-2.0,746.0,-4.0,746,1,0,0,0,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,28.4,24.8
2012-03-30,2.0,741.0,3.0,742,0,0,0,1,0,0,0,1,5.0,0,0,0,0,0,1,0,0,5.0,0,0,0,0,0,1,0,0,35.6,37.4
2012-03-31,3.0,739.0,1.0,738,0,0,1,0,0,1,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,37.4,33.8
2012-04-01,3.0,736.0,3.0,734,0,0,1,0,0,0,0,1,2.0,0,0,0,0,1,0,0,0,2.0,0,0,0,0,1,0,0,0,37.4,37.4
2012-04-02,4.0,742.0,1.0,744,0,0,0,1,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,39.2,33.8
2012-04-03,2.0,745.0,1.0,748,0,0,0,1,1,0,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,35.6,33.8
2012-04-04,4.0,755.0,0.0,756,0,0,1,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,39.2,32.0
2012-04-05,8.0,751.0,7.0,749,1,0,0,0,0,0,1,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,46.4,44.6
2012-04-06,3.0,749.0,1.0,749,0,0,0,1,0,0,0,1,1.0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,37.4,33.8
2012-04-07,9.0,748.0,7.0,746,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,48.2,44.6
2012-04-08,12.0,743.0,13.0,743,0,1,0,0,0,0,0,1,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,53.6,55.4
2012-04-09,19.0,743.0,15.0,742,0,0,1,0,0,1,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,66.2,59.0
2012-04-10,22.0,746.0,18.0,745,1,0,0,0,0,0,0,1,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,71.6,64.4
2012-04-11,12.0,746.0,8.0,749,1,0,0,0,1,0,0,0,4.0,0,0,0,0,0,0,1,0,4.0,0,0,0,0,0,0,1,0,53.6,46.4
2012-04-12,14.0,750.0,12.0,749,1,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,57.2,53.6
2012-04-13,21.0,740.0,14.0,743,0,1,0,0,1,0,0,0,4.0,0,0,0,0,1,0,0,0,4.0,0,0,0,0,1,0,0,0,69.8,57.2
2012-04-14,17.0,749.0,14.0,750,1,0,0,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,62.6,57.2
2012-04-15,20.0,752.0,17.0,751,1,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,68.0,62.6
2012-04-16,25.0,748.0,20.0,747,1,0,0,0,1,0,0,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,77.0,68.0
2012-04-17,29.0,746.0,23.0,745,1,0,0,0,1,0,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,84.2,73.4
2012-04-18,25.0,744.0,21.0,743,1,0,0,0,0,0,1,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,77.0,69.8
2012-04-19,24.0,745.0,19.0,746,1,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,75.2,66.2
2012-04-20,25.0,747.0,21.0,747,1,0,0,0,1,0,0,0,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,77.0,69.8
2012-04-21,28.0,747.0,22.0,747,0,1,0,0,1,0,0,0,3.0,0,0,0,1,0,0,0,0,3.0,0,0,0,1,0,0,0,0,82.4,71.6
2012-04-22,17.0,746.0,16.0,746,0,0,0,1,1,0,0,0,1.0,0,0,1,0,0,0,0,0,1.0,0,0,1,0,0,0,0,0,62.6,60.8
2012-04-23,25.0,747.0,21.0,746,0,1,0,0,1,0,0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,77.0,69.8
2012-04-24,22.0,747.0,16.0,749,0,0,1,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,71.6,60.8
2012-04-25,23.0,752.0,15.0,752,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,1,73.4,59.0
2012-04-26,25.0,751.0,19.0,752,0,0,1,0,0,1,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,77.0,66.2
2012-04-27,25.0,749.0,19.0,749,0,1,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,77.0,66.2
2012-04-28,24.0,750.0,19.0,749,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,0,1,2.0,0,0,0,0,0,0,0,1,75.2,66.2
2012-04-29,22.0,748.0,21.0,744,0,1,0,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,71.6,69.8
2012-04-30,6.0,743.0,7.0,745,0,0,0,1,0,0,1,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,42.8,44.6
2012-05-01,11.0,745.0,9.0,741,0,0,1,0,0,0,1,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,51.8,48.2
2012-05-02,14.0,740.0,8.0,744,0,0,1,0,0,0,1,0,3.0,1,0,0,0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,57.2,46.4
2012-05-03,13.0,740.0,8.0,741,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,55.4,46.4
2012-05-04,18.0,741.0,10.0,746,0,0,1,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,64.4,50.0
2012-05-05,16.0,751.0,8.0,751,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,60.8,46.4
2012-05-06,21.0,751.0,20.0,751,0,0,1,0,0,1,0,0,3.0,0,0,0,0,1,0,0,0,3.0,0,0,0,0,1,0,0,0,69.8,68.0
2012-05-07,27.0,752.0,22.0,752,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,80.6,71.6
2012-05-08,27.0,753.0,18.0,754,1,0,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,80.6,64.4
2012-05-09,29.0,757.0,21.0,757,0,1,0,0,0,1,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,84.2,69.8
2012-05-10,30.0,758.0,22.0,756,0,0,1,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,3.0,0,0,0,0,0,1,0,0,86.0,71.6
2012-05-11,26.0,755.0,19.0,754,1,0,0,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,2.0,1,0,0,0,0,0,0,0,78.8,66.2
2012-05-12,21.0,748.0,21.0,748,1,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,69.8,69.8
2012-05-13,29.0,746.0,20.0,746,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,84.2,68.0
2012-05-14,24.0,748.0,17.0,749,0,0,1,0,0,0,1,0,2.0,0,0,0,1,0,0,0,0,2.0,0,0,0,1,0,0,0,0,75.2,62.6
2012-05-15,21.0,752.0,16.0,754,1,0,0,0,1,0,0,0,3.0,0,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,69.8,60.8
2012-05-16,22.0,754.0,17.0,754,0,0,1,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,71.6,62.6
2012-05-17,21.0,753.0,18.0,752,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,69.8,64.4
2012-05-18,25.0,754.0,16.0,755,1,0,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,77.0,60.8
2012-05-19,27.0,758.0,17.0,758,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,80.6,62.6
2012-05-20,27.0,758.0,19.0,757,1,0,0,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,80.6,66.2
2012-05-21,27.0,755.0,19.0,754,1,0,0,0,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1.0,1,0,0,0,0,0,0,0,80.6,66.2
2012-05-22,27.0,752.0,23.0,749,0,1,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,1.0,0,0,0,0,0,0,1,0,80.6,73.4
2012-05-23,26.0,746.0,22.0,745,0,0,1,0,0,0,1,0,1.0,0,0,0,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,78.8,71.6
2012-05-24,12.0,749.0,12.0,750,0,0,0,1,0,1,0,0,4.0,1,0,0,0,0,0,0,0,4.0,1,0,0,0,0,0,0,0,53.6,53.6
2012-05-25,15.0,749.0,15.0,749,0,0,1,0,0,0,0,1,3.0,0,0,1,0,0,0,0,0,3.0,0,0,1,0,0,0,0,0,59.0,59.0
2012-05-26,21.0,743.0,20.0,742,0,0,0,1,0,0,1,0,2.0,0,0,1,0,0,0,0,0,2.0,0,0,1,0,0,0,0,0,69.8,68.0
2012-05-27,25.0,741.0,20.0,741,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,77.0,68.0
2012-05-28,18.0,743.0,12.0,745,0,0,1,0,1,0,0,0,3.0,0,0,0,0,0,0,1,0,3.0,0,0,0,0,0,0,1,0,64.4,53.6
2012-05-29,25.0,746.0,16.0,747,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,77.0,60.8
2012-05-30,27.0,749.0,22.0,748,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,80.6,71.6
2012-05-31,23.0,746.0,22.0,746,0,1,0,0,0,1,0,0,1.0,0,0,0,1,0,0,0,0,1.0,0,0,0,1,0,0,0,0,73.4,71.6
2012-06-01,26.0,746.0,22.0,746,0,1,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,78.8,71.6
2012-06-02,25.0,746.0,19.0,746,0,1,0,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,77.0,66.2
2012-06-03,20.0,743.0,14.0,746,0,0,0,1,1,0,0,0,5.0,0,0,0,0,0,0,1,0,5.0,0,0,0,0,0,0,1,0,68.0,57.2
2012-06-04,12.0,746.0,11.0,748,0,0,1,0,1,0,0,0,2.0,0,0,0,0,0,0,1,0,2.0,0,0,0,0,0,0,1,0,53.6,51.8
2012-06-05,21.0,749.0,19.0,749,0,0,1,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,2.0,0,0,0,0,0,1,0,0,69.8,66.2
